Total_Pemasukan_Belum,Total_Pengeluaran_Belum,Total_Anggaran_Belum,Total_Tabungan_Belum,Status_Kesehatan_Finansial,Total_Pemasukan,Total_Pengeluaran,Total_Anggaran,Total_Tabungan
6712012,7801276,8044399,406260,Berisiko,6700000,7800000,8000000,400000
19040124,14601366,11795225,4408957,Perlu Perhatian,19000000,14600000,11800000,4400000
17601941,4624251,4269101,2435135,Sehat,17600000,4600000,4300000,2400000
16092792,7686936,7809991,2441550,Sehat,16100000,7700000,7800000,2400000
6088795,3384808,2383172,470288,Perlu Perhatian,6100000,3400000,2400000,500000
19471640,12949105,13617614,2112342,Perlu Perhatian,19500000,12900000,13600000,2100000
18666384,18038799,14077653,61107,Berisiko,18700000,18000000,14100000,100000
6729114,4340124,4640392,485050,Perlu Perhatian,6700000,4300000,4600000,500000
19736370,18594101,18859907,1675865,Berisiko,19700000,18600000,18900000,1700000
10389327,5719732,4137192,1509043,Perlu Perhatian,10400000,5700000,4100000,1500000
3578700,3109822,3005578,437385,Berisiko,3600000,3100000,3000000,400000
16467811,9301883,8038866,3301483,Perlu Perhatian,16500000,9300000,8000000,3300000
13818670,12693355,11787454,2454673,Berisiko,13800000,12700000,11800000,2500000
4391717,4693466,5079616,628798,Berisiko,4400000,4700000,5100000,600000
6495719,4698437,3764032,1424716,Perlu Perhatian,6500000,4700000,3800000,1400000
16251280,15286199,12501606,1877987,Berisiko,16300000,15300000,12500000,1900000
8218974,5772417,6222132,1901909,Perlu Perhatian,8200000,5800000,6200000,1900000
18677899,4556746,4537364,5072624,Sehat,18700000,4600000,4500000,5100000
7096338,4805306,3655865,1788667,Perlu Perhatian,7100000,4800000,3700000,1800000
9714977,7550204,6592828,2720518,Perlu Perhatian,9700000,7600000,6600000,2700000
13545250,11365348,9672195,1622974,Berisiko,13500000,11400000,9700000,1600000
18655415,21306513,21494217,2550458,Berisiko,18700000,21300000,21500000,2600000
19070555,21015090,21615145,45584,Berisiko,19100000,21000000,21600000,0
11802934,6834698,6316744,689371,Perlu Perhatian,11800000,6800000,6300000,700000
17499603,6518085,5331755,6466084,Sehat,17500000,6500000,5300000,6500000
5398754,4649215,3432223,158968,Berisiko,5400000,4600000,3400000,200000
14117288,13096468,9544095,2743503,Berisiko,14100000,13100000,9500000,2700000
19222781,8818040,7902457,4818576,Sehat,19200000,8800000,7900000,4800000
12658450,11855162,8859366,2089257,Berisiko,12700000,11900000,8900000,2100000
11032564,3880090,2978844,2944369,Sehat,11000000,3900000,3000000,2900000
9241956,6465394,5255581,2712503,Perlu Perhatian,9200000,6500000,5300000,2700000
14647707,11523825,10231415,4377656,Perlu Perhatian,14600000,11500000,10200000,4400000
10246391,6181025,4513738,2627769,Perlu Perhatian,10200000,6200000,4500000,2600000
18180567,4864239,3741625,7052508,Sehat,18200000,4900000,3700000,7100000
11139614,6381830,5262215,3070360,Perlu Perhatian,11100000,6400000,5300000,3100000
12511049,11403480,12253805,1480859,Berisiko,12500000,11400000,12300000,1500000
9504376,6432133,4889698,527264,Perlu Perhatian,9500000,6400000,4900000,500000
7456493,4171008,4305119,1873868,Perlu Perhatian,7500000,4200000,4300000,1900000
3992160,4059854,3697166,474945,Berisiko,4000000,4100000,3700000,500000
12529980,8912429,8373369,1251047,Perlu Perhatian,12500000,8900000,8400000,1300000
3450079,1741757,1650911,511259,Perlu Perhatian,3500000,1700000,1700000,500000
14540698,13395490,12694140,2491307,Berisiko,14500000,13400000,12700000,2500000
18904511,21967539,20073631,2321366,Berisiko,18900000,22000000,20100000,2300000
18866477,13689935,13952714,4365775,Perlu Perhatian,18900000,13700000,14000000,4400000
14196167,3097098,2580021,5415411,Sehat,14200000,3100000,2600000,5400000
11933196,7533767,6408700,3476410,Perlu Perhatian,11900000,7500000,6400000,3500000
13627070,13221405,12906620,633639,Berisiko,13600000,13200000,12900000,600000
12689915,8566133,9165161,1029619,Perlu Perhatian,12700000,8600000,9200000,1000000
17238519,3642473,3072429,6481829,Sehat,17200000,3600000,3100000,6500000
14412553,3152700,2957865,5551034,Sehat,14400000,3200000,3000000,5600000
16999704,4090178,2988621,3298403,Sehat,17000000,4100000,3000000,3300000
15378370,13188444,13610058,1618686,Berisiko,15400000,13200000,13600000,1600000
6880612,1841221,1507119,1418497,Sehat,6900000,1800000,1500000,1400000
19518262,12173646,12064223,4153813,Perlu Perhatian,19500000,12200000,12100000,4200000
6716538,5995388,4787176,111567,Berisiko,6700000,6000000,4800000,100000
17369189,8772698,6899877,4329643,Perlu Perhatian,17400000,8800000,6900000,4300000
14835398,10419357,10946316,1023666,Perlu Perhatian,14800000,10400000,10900000,1000000
11644129,2993404,2481540,4170269,Sehat,11600000,3000000,2500000,4200000
8708224,9797860,10526500,89720,Berisiko,8700000,9800000,10500000,100000
5468656,5900136,5051313,952401,Berisiko,5500000,5900000,5100000,1000000
4879900,4168164,4118339,403100,Berisiko,4900000,4200000,4100000,400000
15184029,9537500,9776984,3169317,Perlu Perhatian,15200000,9500000,9800000,3200000
7950703,4888137,4634661,596002,Perlu Perhatian,8000000,4900000,4600000,600000
10665352,12255549,10625111,313333,Berisiko,10700000,12300000,10600000,300000
14432207,3982938,3425943,3157501,Sehat,14400000,4000000,3400000,3200000
11467699,4444615,4407863,3352289,Sehat,11500000,4400000,4400000,3400000
14276807,11685454,8351917,127878,Berisiko,14300000,11700000,8400000,100000
19577977,4238567,4035956,6517663,Sehat,19600000,4200000,4000000,6500000
8916556,1861981,1662671,2493383,Sehat,8900000,1900000,1700000,2500000
13983225,7546424,5579185,2503334,Perlu Perhatian,14000000,7500000,5600000,2500000
16799180,18702945,14740700,1629387,Berisiko,16800000,18700000,14700000,1600000
8805918,6097915,4512299,878833,Perlu Perhatian,8800000,6100000,4500000,900000
6393105,1943396,1552670,1277110,Sehat,6400000,1900000,1600000,1300000
14239779,14010021,9930552,1054748,Berisiko,14200000,14000000,9900000,1100000
5609452,3595379,3846361,803825,Perlu Perhatian,5600000,3600000,3800000,800000
3440640,3559483,3126378,534828,Berisiko,3400000,3600000,3100000,500000
4682531,2015216,1638362,519408,Sehat,4700000,2000000,1600000,500000
16916007,14062110,10833528,1630469,Berisiko,16900000,14100000,10800000,1600000
11149310,11489325,12169803,1113754,Berisiko,11100000,11500000,12200000,1100000
12897123,2648042,2688713,2972267,Sehat,12900000,2600000,2700000,3000000
7761834,4432871,3112460,1177229,Perlu Perhatian,7800000,4400000,3100000,1200000
15181329,12389586,11712810,2958873,Berisiko,15200000,12400000,11700000,3000000
6907267,5755638,6134323,981997,Berisiko,6900000,5800000,6100000,1000000
6276416,3638322,2861204,1850293,Perlu Perhatian,6300000,3600000,2900000,1900000
4476817,3423719,2902014,1236523,Perlu Perhatian,4500000,3400000,2900000,1200000
16453104,9511469,7881132,921068,Perlu Perhatian,16500000,9500000,7900000,900000
4848388,2637071,2053916,730159,Perlu Perhatian,4800000,2600000,2100000,700000
7333536,5518705,5521158,1967956,Perlu Perhatian,7300000,5500000,5500000,2000000
4475544,1467972,1270839,1014027,Sehat,4500000,1500000,1300000,1000000
9490858,5979036,6444313,2832338,Perlu Perhatian,9500000,6000000,6400000,2800000
3276415,3806042,3006053,436973,Berisiko,3300000,3800000,3000000,400000
14763240,15459537,15760993,1134296,Berisiko,14800000,15500000,15800000,1100000
19200434,12530363,11504415,5606575,Perlu Perhatian,19200000,12500000,11500000,5600000
9574480,9110398,6566077,1489046,Berisiko,9600000,9100000,6600000,1500000
15683865,7569395,5799427,5833584,Sehat,15700000,7600000,5800000,5800000
4302750,3093535,2309248,500764,Perlu Perhatian,4300000,3100000,2300000,500000
4494841,2662590,2652917,430622,Perlu Perhatian,4500000,2700000,2700000,400000
17010926,11794982,9575284,4253341,Perlu Perhatian,17000000,11800000,9600000,4300000
18213716,12780045,12902802,1351732,Perlu Perhatian,18200000,12800000,12900000,1400000
9126981,2547238,2320808,2909404,Sehat,9100000,2500000,2300000,2900000
14973043,3865834,3386656,1824874,Sehat,15000000,3900000,3400000,1800000
6337495,4742670,4951806,1630675,Perlu Perhatian,6300000,4700000,5000000,1600000
5598901,1252088,930943,1241236,Sehat,5600000,1300000,900000,1200000
5484826,1840769,1779681,827379,Sehat,5500000,1800000,1800000,800000
10142212,8862450,7116152,37730,Berisiko,10100000,8900000,7100000,0
5289769,2146392,2025693,2036412,Sehat,5300000,2100000,2000000,2000000
10784907,11181834,10274929,2069529,Berisiko,10800000,11200000,10300000,2100000
3570434,2476538,2192892,773818,Perlu Perhatian,3600000,2500000,2200000,800000
8168153,9709187,8208051,497892,Berisiko,8200000,9700000,8200000,500000
12911535,8315840,7483931,1373796,Perlu Perhatian,12900000,8300000,7500000,1400000
19491954,8833705,8141632,4697921,Sehat,19500000,8800000,8100000,4700000
14130863,4188869,4478482,5101146,Sehat,14100000,4200000,4500000,5100000
4588362,4110882,3125287,516729,Berisiko,4600000,4100000,3100000,500000
10191891,6400560,4558430,1213900,Perlu Perhatian,10200000,6400000,4600000,1200000
12085802,8788756,8276590,3023387,Perlu Perhatian,12100000,8800000,8300000,3000000
11268488,13495695,12746574,1304994,Berisiko,11300000,13500000,12700000,1300000
12998813,5761659,5232912,2093605,Sehat,13000000,5800000,5200000,2100000
16612287,12207251,11972666,933468,Perlu Perhatian,16600000,12200000,12000000,900000
8570433,9061412,7017994,660759,Berisiko,8600000,9100000,7000000,700000
8803352,3375621,2897354,2121235,Sehat,8800000,3400000,2900000,2100000
14309469,6377451,4504936,4985907,Sehat,14300000,6400000,4500000,5000000
8968944,2006477,1879315,3203702,Sehat,9000000,2000000,1900000,3200000
15900698,16417427,11926348,380846,Berisiko,15900000,16400000,11900000,400000
16064542,14970588,11319369,2828251,Berisiko,16100000,15000000,11300000,2800000
3673689,4310021,3084887,506945,Berisiko,3700000,4300000,3100000,500000
18802142,20002163,14434142,113386,Berisiko,18800000,20000000,14400000,100000
3288964,1333200,1103018,719061,Sehat,3300000,1300000,1100000,700000
6355861,5327350,5205211,733855,Berisiko,6400000,5300000,5200000,700000
4335718,4895875,4048653,766350,Berisiko,4300000,4900000,4000000,800000
7737211,4044103,3928326,1458255,Perlu Perhatian,7700000,4000000,3900000,1500000
9438661,8084991,7246812,1370983,Berisiko,9400000,8100000,7200000,1400000
3599606,1913282,2015932,322067,Perlu Perhatian,3600000,1900000,2000000,300000
7444090,4758330,3707686,818863,Perlu Perhatian,7400000,4800000,3700000,800000
13292130,9938347,9353979,2243169,Perlu Perhatian,13300000,9900000,9400000,2200000
11857901,11257417,9307184,954801,Berisiko,11900000,11300000,9300000,1000000
13714160,10543922,7591520,2453393,Perlu Perhatian,13700000,10500000,7600000,2500000
5830435,2662992,2220262,1813835,Sehat,5800000,2700000,2200000,1800000
6812219,1743482,1345783,1967874,Sehat,6800000,1700000,1300000,2000000
15440688,7169733,5869757,3540369,Sehat,15400000,7200000,5900000,3500000
16609958,9860119,8874278,1069041,Perlu Perhatian,16600000,9900000,8900000,1100000
4472270,2338137,1708495,528174,Perlu Perhatian,4500000,2300000,1700000,500000
17892352,3946359,3215191,6141322,Sehat,17900000,3900000,3200000,6100000
11550476,5903894,5628513,1358093,Perlu Perhatian,11600000,5900000,5600000,1400000
19445637,10819137,11135946,1522534,Perlu Perhatian,19400000,10800000,11100000,1500000
17895871,17500480,18879044,2345932,Berisiko,17900000,17500000,18900000,2300000
18122697,15830371,13867382,1828606,Berisiko,18100000,15800000,13900000,1800000
15089137,9678979,7569992,3624287,Perlu Perhatian,15100000,9700000,7600000,3600000
17165437,4795662,5231185,4262065,Sehat,17200000,4800000,5200000,4300000
11635832,9883650,10594003,961350,Berisiko,11600000,9900000,10600000,1000000
15501044,13929717,13294386,975538,Berisiko,15500000,13900000,13300000,1000000
10312806,6090316,4694648,2208201,Perlu Perhatian,10300000,6100000,4700000,2200000
10094653,2276031,1957638,2261082,Sehat,10100000,2300000,2000000,2300000
4922253,5618248,6159286,867026,Berisiko,4900000,5600000,6200000,900000
19145122,15529367,14421242,3564878,Berisiko,19100000,15500000,14400000,3600000
10034505,3916454,3620808,1871886,Sehat,10000000,3900000,3600000,1900000
9739630,6318811,5609722,2728713,Perlu Perhatian,9700000,6300000,5600000,2700000
8972057,8376426,9190315,761361,Berisiko,9000000,8400000,9200000,800000
7648989,4906346,4685413,2122322,Perlu Perhatian,7600000,4900000,4700000,2100000
3280655,1193859,883561,937398,Sehat,3300000,1200000,900000,900000
13929921,9470053,8528328,2013450,Perlu Perhatian,13900000,9500000,8500000,2000000
4283803,3885245,2834383,289126,Berisiko,4300000,3900000,2800000,300000
15133429,10162994,10468813,2199976,Perlu Perhatian,15100000,10200000,10500000,2200000
14752600,4178362,3025205,2815573,Sehat,14800000,4200000,3000000,2800000
6851886,4076485,3745419,1830548,Perlu Perhatian,6900000,4100000,3700000,1800000
18844215,13678138,10898035,5425565,Perlu Perhatian,18800000,13700000,10900000,5400000
17177773,17166561,12399540,1197792,Berisiko,17200000,17200000,12400000,1200000
5196600,4694627,4807640,478985,Berisiko,5200000,4700000,4800000,500000
5917163,5446677,5486871,221928,Berisiko,5900000,5400000,5500000,200000
16516678,3590629,3121634,4714647,Sehat,16500000,3600000,3100000,4700000
8367755,4563672,4116969,1030540,Perlu Perhatian,8400000,4600000,4100000,1000000
15609986,4807375,5051145,5198734,Sehat,15600000,4800000,5100000,5200000
13451798,11441073,9163910,1942998,Berisiko,13500000,11400000,9200000,1900000
4092656,3497100,2479226,418137,Berisiko,4100000,3500000,2500000,400000
16884974,13349969,11057323,1358203,Perlu Perhatian,16900000,13300000,11100000,1400000
13123487,8911635,7816002,3845666,Perlu Perhatian,13100000,8900000,7800000,3800000
11854006,9053800,9685054,610130,Perlu Perhatian,11900000,9100000,9700000,600000
9501522,2182388,2168968,1192165,Sehat,9500000,2200000,2200000,1200000
3523698,1283932,1156656,1309671,Sehat,3500000,1300000,1200000,1300000
10068476,7724019,6600082,1423834,Perlu Perhatian,10100000,7700000,6600000,1400000
12192519,4543659,3574488,4750704,Sehat,12200000,4500000,3600000,4800000
11227070,8134182,6340393,1406522,Perlu Perhatian,11200000,8100000,6300000,1400000
3709641,2652778,2760014,477875,Perlu Perhatian,3700000,2700000,2800000,500000
5431867,1580387,1656455,681895,Sehat,5400000,1600000,1700000,700000
19917778,11105373,11253118,5589273,Perlu Perhatian,19900000,11100000,11300000,5600000
18033016,14824132,13547676,1269588,Berisiko,18000000,14800000,13500000,1300000
9179407,4023927,3499586,2165962,Sehat,9200000,4000000,3500000,2200000
12395143,3604967,2822934,4694154,Sehat,12400000,3600000,2800000,4700000
11531060,3987829,4176288,1585457,Sehat,11500000,4000000,4200000,1600000
19592734,8332990,6721489,3634547,Sehat,19600000,8300000,6700000,3600000
3648321,2371714,2358014,206239,Perlu Perhatian,3600000,2400000,2400000,200000
19814093,23070257,18007732,1455361,Berisiko,19800000,23100000,18000000,1500000
8675721,4395847,4254901,972569,Perlu Perhatian,8700000,4400000,4300000,1000000
3833186,937135,882351,1471113,Sehat,3800000,900000,900000,1500000
8346047,3258088,2920493,1565828,Sehat,8300000,3300000,2900000,1600000
6889093,3031125,2609638,2296601,Sehat,6900000,3000000,2600000,2300000
10641168,8235951,7710990,1078474,Perlu Perhatian,10600000,8200000,7700000,1100000
3411337,3633533,3704469,182931,Berisiko,3400000,3600000,3700000,200000
9540877,7571243,6648771,2162252,Perlu Perhatian,9500000,7600000,6600000,2200000
8943401,7874970,6724043,381285,Berisiko,8900000,7900000,6700000,400000
6478782,2404530,1774562,2371182,Sehat,6500000,2400000,1800000,2400000
14440726,4184622,3716623,4180965,Sehat,14400000,4200000,3700000,4200000
3188353,2548135,2555032,462892,Perlu Perhatian,3200000,2500000,2600000,500000
4419868,2900644,2488811,680105,Perlu Perhatian,4400000,2900000,2500000,700000
17832709,16211327,17770480,2510501,Berisiko,17800000,16200000,17800000,2500000
7331703,4368708,3393333,1022630,Perlu Perhatian,7300000,4400000,3400000,1000000
14367328,6765620,6121567,4887232,Sehat,14400000,6800000,6100000,4900000
11129644,7084832,5952065,3090311,Perlu Perhatian,11100000,7100000,6000000,3100000
3213265,1142026,1000426,1181952,Sehat,3200000,1100000,1000000,1200000
6422281,2064911,2117149,863068,Sehat,6400000,2100000,2100000,900000
11900759,13418158,10688827,151221,Berisiko,11900000,13400000,10700000,200000
19051049,18007945,14073017,1980930,Berisiko,19100000,18000000,14100000,2000000
12420575,3807889,3305190,1586445,Sehat,12400000,3800000,3300000,1600000
6137684,2192640,2398958,795187,Sehat,6100000,2200000,2400000,800000
7553009,3307010,3070263,2223230,Sehat,7600000,3300000,3100000,2200000
5118669,5982413,5872961,523718,Berisiko,5100000,6000000,5900000,500000
10477585,10758086,8911801,36462,Berisiko,10500000,10800000,8900000,0
16509407,17947227,15088873,2311266,Berisiko,16500000,17900000,15100000,2300000
14435687,3183015,2371030,4240880,Sehat,14400000,3200000,2400000,4200000
6583281,5410831,4441268,564017,Berisiko,6600000,5400000,4400000,600000
17836423,13661121,13579616,2166205,Perlu Perhatian,17800000,13700000,13600000,2200000
5984366,1840872,1382330,2335199,Sehat,6000000,1800000,1400000,2300000
10160774,3998692,3660144,3651803,Sehat,10200000,4000000,3700000,3700000
11550185,13651728,13164813,1030850,Berisiko,11600000,13700000,13200000,1000000
16559259,11958056,10741291,2512124,Perlu Perhatian,16600000,12000000,10700000,2500000
15232522,12920272,12442897,1526253,Berisiko,15200000,12900000,12400000,1500000
6488554,3794002,3354915,1923386,Perlu Perhatian,6500000,3800000,3400000,1900000
4011584,2112546,1918114,569670,Perlu Perhatian,4000000,2100000,1900000,600000
4289270,921558,935006,1290333,Sehat,4300000,900000,900000,1300000
11723121,6635364,5883899,668405,Perlu Perhatian,11700000,6600000,5900000,700000
13579984,4596460,3643183,4427371,Sehat,13600000,4600000,3600000,4400000
11668682,8508669,7298233,2442545,Perlu Perhatian,11700000,8500000,7300000,2400000
11022569,4813053,4932024,1196151,Sehat,11000000,4800000,4900000,1200000
17293122,17374332,17489791,1254069,Berisiko,17300000,17400000,17500000,1300000
16601340,5693095,5666661,1759944,Sehat,16600000,5700000,5700000,1800000
5836658,3192893,2827194,872786,Perlu Perhatian,5800000,3200000,2800000,900000
4109568,938140,734172,708839,Sehat,4100000,900000,700000,700000
3361425,2274242,2086132,326288,Perlu Perhatian,3400000,2300000,2100000,300000
11598602,10643441,7900935,801600,Berisiko,11600000,10600000,7900000,800000
14214106,9611619,8494202,2348864,Perlu Perhatian,14200000,9600000,8500000,2300000
13818141,4208086,3977204,1591589,Sehat,13800000,4200000,4000000,1600000
9645010,9861813,9993814,1202777,Berisiko,9600000,9900000,10000000,1200000
10606460,5332428,5678728,2517717,Perlu Perhatian,10600000,5300000,5700000,2500000
5048355,2344401,2064590,1688950,Sehat,5000000,2300000,2100000,1700000
7647691,3174172,2910803,879315,Sehat,7600000,3200000,2900000,900000
13605191,3717726,3117807,3293745,Sehat,13600000,3700000,3100000,3300000
4002555,3992646,3952214,689861,Berisiko,4000000,4000000,4000000,700000
7895453,7668316,8261254,1143673,Berisiko,7900000,7700000,8300000,1100000
10276571,10564654,9831908,2036105,Berisiko,10300000,10600000,9800000,2000000
7709062,8100745,6451940,1290159,Berisiko,7700000,8100000,6500000,1300000
5149617,1490805,1425586,574809,Sehat,5100000,1500000,1400000,600000
10985082,8775675,8480313,1955541,Perlu Perhatian,11000000,8800000,8500000,2000000
14211885,4887063,4422830,3150085,Sehat,14200000,4900000,4400000,3200000
16636709,11653970,11325490,4739600,Perlu Perhatian,16600000,11700000,11300000,4700000
4888484,1023354,793670,1327924,Sehat,4900000,1000000,800000,1300000
5114986,4629333,4131225,549620,Berisiko,5100000,4600000,4100000,500000
7008578,4018556,3805492,423820,Perlu Perhatian,7000000,4000000,3800000,400000
14171072,12624096,12178419,248330,Berisiko,14200000,12600000,12200000,200000
10423939,8847563,8773382,1138693,Berisiko,10400000,8800000,8800000,1100000
4752174,3431048,3704632,760985,Perlu Perhatian,4800000,3400000,3700000,800000
4194733,1972674,1799273,1211199,Sehat,4200000,2000000,1800000,1200000
11863726,13619461,11133935,2197127,Berisiko,11900000,13600000,11100000,2200000
11291811,3955333,4228914,2789735,Sehat,11300000,4000000,4200000,2800000
14294988,8732807,8619309,3281100,Perlu Perhatian,14300000,8700000,8600000,3300000
13259698,14488643,11465478,837204,Berisiko,13300000,14500000,11500000,800000
9240816,2999795,2685900,2494835,Sehat,9200000,3000000,2700000,2500000
8971225,3423070,2740215,2857566,Sehat,9000000,3400000,2700000,2900000
19081940,5990206,6537442,5673223,Sehat,19100000,6000000,6500000,5700000
19941979,9578938,6734491,4410841,Sehat,19900000,9600000,6700000,4400000
9996271,11787068,10517411,1826601,Berisiko,10000000,11800000,10500000,1800000
17600410,18095055,19481895,2597947,Berisiko,17600000,18100000,19500000,2600000
13826761,5449290,5802713,4695222,Sehat,13800000,5400000,5800000,4700000
9876323,11775225,11083413,1842900,Berisiko,9900000,11800000,11100000,1800000
3924011,2111417,1556822,1158587,Perlu Perhatian,3900000,2100000,1600000,1200000
8693191,7101914,7168613,966074,Berisiko,8700000,7100000,7200000,1000000
15445776,7533334,5626681,2619335,Sehat,15400000,7500000,5600000,2600000
7461153,6589077,4901346,608714,Berisiko,7500000,6600000,4900000,600000
10441843,3202621,3160375,4085724,Sehat,10400000,3200000,3200000,4100000
16646441,5349386,4139158,1740126,Sehat,16600000,5300000,4100000,1700000
19224632,12580539,13068765,5110291,Perlu Perhatian,19200000,12600000,13100000,5100000
14583902,13113607,9203861,1796873,Berisiko,14600000,13100000,9200000,1800000
11699122,3696240,3269634,2742992,Sehat,11700000,3700000,3300000,2700000
15758539,7598077,7650899,6250273,Sehat,15800000,7600000,7700000,6300000
13189978,11451363,12422882,1694385,Berisiko,13200000,11500000,12400000,1700000
6471295,6049543,6309964,218891,Berisiko,6500000,6000000,6300000,200000
9996759,4350687,4218644,1024235,Sehat,10000000,4400000,4200000,1000000
7269795,3947273,3563460,1169029,Perlu Perhatian,7300000,3900000,3600000,1200000
19214630,10564539,10586406,3999947,Perlu Perhatian,19200000,10600000,10600000,4000000
16505092,18910218,16191424,62167,Berisiko,16500000,18900000,16200000,100000
12746746,9493521,7736111,674336,Perlu Perhatian,12700000,9500000,7700000,700000
4297798,4612805,3769891,512802,Berisiko,4300000,4600000,3800000,500000
19539120,4819094,5047079,2811708,Sehat,19500000,4800000,5000000,2800000
3104663,3418242,2758966,214218,Berisiko,3100000,3400000,2800000,200000
18173872,6640979,6430797,2926453,Sehat,18200000,6600000,6400000,2900000
14376262,4618367,3855217,5018800,Sehat,14400000,4600000,3900000,5000000
7610062,4424929,4366149,2134156,Perlu Perhatian,7600000,4400000,4400000,2100000
4546997,1973088,1901194,1749431,Sehat,4500000,2000000,1900000,1700000
7410376,3851605,3336389,953269,Perlu Perhatian,7400000,3900000,3300000,1000000
7727622,8711264,6676183,1217056,Berisiko,7700000,8700000,6700000,1200000
16358181,17503688,17828283,2933259,Berisiko,16400000,17500000,17800000,2900000
18745613,14598170,14158127,964556,Perlu Perhatian,18700000,14600000,14200000,1000000
17446998,9667083,7905042,2341044,Perlu Perhatian,17400000,9700000,7900000,2300000
16700212,6091683,5264826,4301232,Sehat,16700000,6100000,5300000,4300000
5698432,4668511,3276145,315944,Berisiko,5700000,4700000,3300000,300000
17816429,11562119,11403053,3459160,Perlu Perhatian,17800000,11600000,11400000,3500000
17488208,4588439,3246299,3764288,Sehat,17500000,4600000,3200000,3800000
10225002,5296362,4225198,1489738,Perlu Perhatian,10200000,5300000,4200000,1500000
16242631,16240271,15160891,2411469,Berisiko,16200000,16200000,15200000,2400000
15773632,5934342,5499958,6081131,Sehat,15800000,5900000,5500000,6100000
3789295,2125973,2215958,285678,Perlu Perhatian,3800000,2100000,2200000,300000
17881892,12478294,13621871,1725751,Perlu Perhatian,17900000,12500000,13600000,1700000
6120245,3790901,2877892,769135,Perlu Perhatian,6100000,3800000,2900000,800000
14064887,6193379,6590491,4577187,Sehat,14100000,6200000,6600000,4600000
9791063,8589953,8024935,1456841,Berisiko,9800000,8600000,8000000,1500000
15882471,18888977,18764990,876221,Berisiko,15900000,18900000,18800000,900000
15857954,4787939,3995617,3228884,Sehat,15900000,4800000,4000000,3200000
10264575,8125829,7947385,2421498,Perlu Perhatian,10300000,8100000,7900000,2400000
18566251,18179082,13945844,713621,Berisiko,18600000,18200000,13900000,700000
15251064,8404727,6297505,986989,Perlu Perhatian,15300000,8400000,6300000,1000000
10505567,2269978,1891079,2916766,Sehat,10500000,2300000,1900000,2900000
18700274,19562151,18734191,783571,Berisiko,18700000,19600000,18700000,800000
12022646,8020479,6770519,2276489,Perlu Perhatian,12000000,8000000,6800000,2300000
11615886,4705311,3499530,4428404,Sehat,11600000,4700000,3500000,4400000
9231278,10423253,9206269,1163059,Berisiko,9200000,10400000,9200000,1200000
14490842,7305468,6415147,2670725,Perlu Perhatian,14500000,7300000,6400000,2700000
13634619,10261184,11099111,2675620,Perlu Perhatian,13600000,10300000,11100000,2700000
17012468,7279102,7496153,5369991,Sehat,17000000,7300000,7500000,5400000
7330448,7502432,6424596,570059,Berisiko,7300000,7500000,6400000,600000
10044613,6276337,6076576,1231678,Perlu Perhatian,10000000,6300000,6100000,1200000
17585707,12366097,11881152,1687794,Perlu Perhatian,17600000,12400000,11900000,1700000
5551821,4273789,3845643,895153,Perlu Perhatian,5600000,4300000,3800000,900000
18876315,4450911,4601735,5805637,Sehat,18900000,4500000,4600000,5800000
4461094,2043053,1814788,1064302,Sehat,4500000,2000000,1800000,1100000
17780735,5871871,6281317,3559730,Sehat,17800000,5900000,6300000,3600000
17798865,14528109,14536237,1252215,Berisiko,17800000,14500000,14500000,1300000
18498214,19381339,14653943,1640193,Berisiko,18500000,19400000,14700000,1600000
5484533,1859117,1547389,1982036,Sehat,5500000,1900000,1500000,2000000
10244581,10950357,9598838,1400794,Berisiko,10200000,11000000,9600000,1400000
18568039,7767659,8116393,5953234,Sehat,18600000,7800000,8100000,6000000
5384302,2321382,2318615,1104244,Sehat,5400000,2300000,2300000,1100000
10223953,9879643,9244743,549504,Berisiko,10200000,9900000,9200000,500000
3939917,1872196,1540736,1145763,Sehat,3900000,1900000,1500000,1100000
10173990,2869696,2703572,2462141,Sehat,10200000,2900000,2700000,2500000
19026078,4444954,4407726,6859796,Sehat,19000000,4400000,4400000,6900000
17130904,7069995,7413055,4904941,Sehat,17100000,7100000,7400000,4900000
18245005,19313331,21145251,176104,Berisiko,18200000,19300000,21100000,200000
9241501,6600609,6653018,2766688,Perlu Perhatian,9200000,6600000,6700000,2800000
15117954,4366377,3143233,3336228,Sehat,15100000,4400000,3100000,3300000
11029130,12703848,11364295,398428,Berisiko,11000000,12700000,11400000,400000
6834712,7623900,6769117,721367,Berisiko,6800000,7600000,6800000,700000
8502239,2874183,2093664,3190255,Sehat,8500000,2900000,2100000,3200000
17301970,14696366,11726097,2294008,Berisiko,17300000,14700000,11700000,2300000
17108629,6517949,5652502,3134617,Sehat,17100000,6500000,5700000,3100000
14011443,4283357,3618500,1530964,Sehat,14000000,4300000,3600000,1500000
13469406,5990975,4635839,3534012,Sehat,13500000,6000000,4600000,3500000
10467603,7486357,6072425,1314907,Perlu Perhatian,10500000,7500000,6100000,1300000
19234320,19441097,15601000,1551880,Berisiko,19200000,19400000,15600000,1600000
19591789,11248204,8276759,5274946,Perlu Perhatian,19600000,11200000,8300000,5300000
12205472,12552459,11892011,2222329,Berisiko,12200000,12600000,11900000,2200000
6614278,6330243,5349013,732008,Berisiko,6600000,6300000,5300000,700000
8057735,2482013,2166801,2742846,Sehat,8100000,2500000,2200000,2700000
16629025,7539054,8058146,4735355,Sehat,16600000,7500000,8100000,4700000
